"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"2369",29058,3,0,2,0,0,1,10,5,5,11,5,-2.75254515077476,2.75254515077476
"2370",40063,0,0,2,4,3,3,12,7,9,10,3,0.747015611406536,-0.747015611406536
"2371",59485,0,0,0,0,0,0,8,5,10,12,6,-2.63152462084757,2.63152462084757
"2372",41541,3,0,6,0,4,2,11,12,6,9,6,2.34788928296614,-2.34788928296614
"2373",31245,0,0,0,0,0,0,11,6,4,12,4,-5.0467056106666,5.0467056106666
"2374",45328,0,1,3,0,1,2,8,10,4,9,6,-0.173211085144836,0.173211085144836
"2375",33696,0,0,1,0,0,1,14,9,5,12,3,-5.11307456281756,5.11307456281756
"2376",30775,8,10,10,5,18,3,6,8,11,6,5,20.3548787042903,-20.3548787042903
"2377",37796,0,3,2,12,6,6,5,3,3,7,3,8.48767829994142,-8.48767829994142
"2378",29868,0,0,3,1,0,1,14,7,9,11,3,-3.2704032171341,3.2704032171341
"2380",37770,0,0,2,0,0,1,12,9,12,6,3,-0.741801016878084,0.741801016878084
"2381",24067,12,0,6,2,10,1,10,3,9,9,3,7.67584323874571,-7.67584323874571
"2382",42382,0,0,2,0,0,0,9,3,6,10,3,-3.18601742118544,3.18601742118544
"2383",31799,0,4,3,2,3,5,8,3,3,3,3,3.79520204998596,-3.79520204998596
"2384",45500,0,0,4,2,0,4,14,8,5,10,4,-2.17746356253569,2.17746356253569
"2385",16345,3,1,10,0,1,5,8,8,5,6,3,3.75790221138187,-3.75790221138187
"2386",33050,0,0,3,0,0,2,12,5,4,12,4,-4.16263292081506,4.16263292081506
"2388",16873,0,0,1,0,0,1,13,11,7,13,3,-4.43495602441538,4.43495602441538
"2389",36418,3,0,5,5,0,4,11,5,7,11,7,0.890736076475055,-0.890736076475055
"2390",21766,1,2,7,2,4,4,9,3,3,7,3,3.28772070696447,-3.28772070696447
"2391",42366,1,0,6,2,5,2,11,9,12,7,5,4.66640015993745,-4.66640015993745
"2392",18713,0,0,1,0,0,1,13,3,4,10,3,-5.02496988417275,5.02496988417275
"2393",16857,0,0,2,0,0,1,14,7,6,12,3,-4.85199919973055,4.85199919973055
"2394",45443,2,0,5,1,5,0,6,3,4,6,8,3.7537492595049,-3.7537492595049
"2395",37093,0,0,1,0,0,0,7,5,7,3,3,-0.0885421721652328,0.0885421721652328
"2396",28977,5,6,4,0,0,0,12,11,12,12,12,1.46893373859595,-1.46893373859595
"2397",11239,0,0,0,0,0,0,9,7,7,9,3,-2.75622603213216,2.75622603213216
"2398",38158,0,0,1,0,0,1,14,3,3,10,3,-5.58303807778923,5.58303807778923
"2400",39438,0,0,1,1,2,7,10,6,5,10,3,-0.408925925247813,0.408925925247813
"2401",19992,0,2,2,0,0,0,12,4,8,12,3,-3.80765981270687,3.80765981270687
"2402",28746,4,1,10,0,0,1,11,5,3,5,5,1.10868262990964,-1.10868262990964
"2403",46854,0,0,4,2,0,7,6,3,4,3,5,2.9301865897652,-2.9301865897652
